Genotype	Pop	Sex	Sample	TGA.Plate	TGA.Raw	Prot.Plate	Protein	TGA.Protein
PC141	PC	F	C1	1282016-2	1.94608363404797	02012016-2	9.20673763204045	0.211376028276877
PC141	PC	F	D1	1282016-2	2.04033113988537	02012016-2	10.6578571719891	0.191439152069683
PC141	PC	F	E1	1282016-2	1.48333687115262	02012016-2	10.1097108364941	0.146723966208614
PC141	PC	F	F1	1282016-2	2.33411165357674	02012016-2	11.0934377421591	0.210404719242823
PC141	PC	F	A6	06032019-3	2.19751671442216	05312019-1	15.4718181095477	0.142033515315571
PC141	PC	F	B6	06032019-3	1.63209169054441	05312019-1	17.8424358057079	0.091472470929238
PC141	PC	F	C6	06032019-3	2.16084049665712	05312019-1	19.4339772636935	0.111188794107215
PC141	PC	F	D6	06032019-3	1.87277936962751	05312019-1	18.2335638763018	0.102710549749496
PC141	PC	F	E6	06032019-3	2.42368672397326	05312019-1	16.5513951824469	0.14643398319337
PC141	PC	F	F6	06032019-3	2.34269340974212	05312019-1	16.5418554734081	0.141622166479941
PC155	PC	F	A3	6032016	1.83173588924388	6022016	11.1357317731026	0.164491739435416
PC155	PC	F	B3	6032016	2.37955271565495	6022016	10.6261670608739	0.223933305586413
PC155	PC	F	C3	6032016	2.46986155484558	6022016	11.1033652848666	0.22244261009875
PC155	PC	F	D3	6032016	2.26283280085197	6022016	10.3597659653928	0.218425088791683
PC155	PC	F	E3	6032016	1.53013844515442	6022016	11.1249429436906	0.137541239797748
PC155	PC	F	F3	6032016	2.26027689030884	6022016	9.62280592555708	0.234887506595743
PC155	PC	F	A4	06082016-2	2.26934337097449	6082016	10.7302231237323	0.21149079052749
PC155	PC	F	B4	06082016-2	2.62902551233793	6082016	11.3429682217715	0.231775798092411
PC155	PC	F	C4	06082016-2	2.15056461731493	6082016	11.0826572008114	0.194047743095175
PC155	PC	F	D4	06082016-2	2.07946465913844	6082016	10.6000676132522	0.196174659918083
PC155	PC	F	E4	06082016-2	2.69928900041824	6082016	11.0547667342799	0.244174216001136
PC155	PC	F	F4	06082016-2	2.56210790464241	6082016	10.513015551048	0.243708181748766
PC155	PC	F	A2	3092016-2	1.62490733876946	3092016	10.633559956646	0.152809345637243
PC155	PC	F	B2	3092016-2	1.87299234000494	3092016	11.6858803823037	0.160278239955398
PC155	PC	F	C2	3092016-2	1.97084259945639	3092016	11.6612474135383	0.169007871076323
PC155	PC	F	D2	3092016-2	1.69508277736595	3092016	13.2387427332742	0.128039558704131
PC155	PC	F	E2	3092016-2	2.01334321719792	3092016	11.990343876244	0.167913717736394
PC155	PC	F	F2	3092016-2	2.04694835680751	3092016	11.5794659572372	0.176773986327769
PC167	PC	F	A3	04272016-2	2.50510314875136	5042016	11.7478293695734	0.213239660701875
PC167	PC	F	B3	04272016-2	1.93615635179153	5042016	11.6817667044168	0.16574174102103
PC167	PC	F	C3	04272016-2	2.29055374592834	5042016	10.8210645526614	0.211675453443718
PC167	PC	F	D3	04272016-2	2.5528773072747	5042016	13.8986409966025	0.183678196155923
PC167	PC	F	E3	04272016-2	1.65124864277959	5042016	9.30351075877689	0.177486616138086
PC167	PC	F	F3	04272016-2	2.32008686210641	5042016	10.4935824839562	0.221095785510203
PC167	PC	F	A4	06082016-2	1.86616478460895	6082016	8.49645030425964	0.21964052254544
PC167	PC	F	B4	06082016-2	1.82434127979925	6082016	9.01031102096011	0.202472620041128
PC167	PC	F	C4	06082016-2	1.70556252613969	6082016	9.81237322515213	0.173817534963693
PC167	PC	F	D4	06082016-2	1.7465495608532	6082016	10.6643002028398	0.163775355872682
PC167	PC	F	E4	06082016-2	1.51902969468841	6082016	10.420892494929	0.145767715714139
PC167	PC	F	F4	06082016-2	1.49393559180259	6082016	8.83113590263692	0.169166866898347
PC167	PC	F	A2	3092016-2	2.83073881887818	3092016	12.2906931464174	0.230315636812013
PC167	PC	F	B2	3092016-2	2.31282431430689	3092016	13.4598909657321	0.1718308357917
PC167	PC	F	C2	3092016-2	2.4759080800593	3092016	11.4807242990654	0.215657829206895
PC167	PC	F	D2	3092016-2	2.3671855695577	3092016	11.9275700934579	0.198463354313554
PC167	PC	F	E2	3092016-2	2.71015567086731	3092016	14.3565031152648	0.188775473324398
PC167	PC	F	F2	3092016-2	1.92438843587843	3092016	10.4750778816199	0.183711133953004
PC189	PC	F	A2	3032016	2.34005763688761	3032016	11.8361672548391	0.197704002191326
PC189	PC	F	B2	3032016	2.61671469740634	3032016	12.2468185220832	0.213664854483467
PC189	PC	F	C2	3032016	2.49951969260327	3032016	10.5592984707518	0.23671266604753
PC189	PC	F	D2	3032016	2.48222862632085	3032016	10.2502406159769	0.242162961760315
PC189	PC	F	E2	3032016	2.06532180595581	3032016	9.80964602716287	0.210539891066094
PC189	PC	F	F2	3032016	2.13640730067243	3032016	13.0884397390653	0.163228569887964
PC189	PC	F	A4	6092016	2.20144181256437	6092016	8.7902172622581	0.250442252663826
PC189	PC	F	B4	6092016	2.03007209062822	6092016	9.4843484110966	0.214044444872254
PC189	PC	F	C4	6092016	2.16766220391349	6092016	9.06881950215679	0.239023635148761
PC189	PC	F	D4	6092016	2.22863027806385	6092016	8.78942577862203	0.253558120199889
PC189	PC	F	E4	6092016	1.95345005149331	6092016	9.63710475285924	0.202700925390869
PC189	PC	F	F4	6092016	1.74912461380021	6092016	8.48233012782461	0.206208033340102
PC189	PC	F	A6	06032019-3	1.89188156638013	05302019-4	12.5653104925054	0.15056385335711
PC189	PC	F	B6	06032019-3	1.62139446036294	05302019-4	12.7123483226267	0.127544842165552
PC189	PC	F	C6	06032019-3	2.16695319961796	05302019-4	14.6466809421842	0.147948412897893
PC189	PC	F	D6	06032019-3	1.22559694364852	05302019-4	10.762312633833	0.113878585890143
PC189	PC	F	E6	06032019-3	1.90487106017192	05302019-4	12.326909350464	0.154529493647994
PC189	PC	F	F6	06032019-3	1.96981852913085	05302019-4	16.8636688079943	0.11680842120174
PC200	PC	F	A1	1282016	1.76430976430976	02012016-2	13.9035034055222	0.126896776506633
PC200	PC	F	B1	1282016	1.83597883597884	02012016-2	9.80871976834292	0.187178233178233
PC200	PC	F	C1	1282016	1.68205868205868	02012016-2	9.6137689139035	0.174963502568288
PC200	PC	F	D1	1282016	1.64021164021164	02012016-2	11.2068192014356	0.146358356526491
PC200	PC	F	E1	1282016	1.68686868686869	02012016-2	9.77609201027774	0.172550410235016
PC200	PC	F	F1	1282016	1.87974987974988	02012016-2	11.1301439699825	0.168888190918239
PC200	PC	F	A3	6022016	2.790273556231	6012016	10.4316688309133	0.267481033136547
PC200	PC	F	B3	6022016	2.38384715588363	6012016	9.43139338134026	0.252756624551363
PC200	PC	F	C3	6022016	2.15371254884933	6012016	11.4634242316924	0.187876894836976
PC200	PC	F	D3	6022016	2.05471124620061	6012016	11.2257506000866	0.183035533159338
PC200	PC	F	E3	6022016	2.01128962223187	6012016	11.2186676110652	0.179280614415218
PC200	PC	F	F3	6022016	2.61745549283543	6012016	10.2128831700311	0.256289575554546
PC200	PC	F	A4	6092016	2.07209062821833	6092016	11.2636695018226	0.183962307122296
PC200	PC	F	B4	6092016	2.74685890834192	6092016	10.2673147023086	0.267534305510698
PC200	PC	F	C4	6092016	1.67003089598352	6092016	13.739165654111	0.121552570077923
PC200	PC	F	D4	6092016	1.8183316168898	6092016	10.8367760226812	0.16779267312382
PC200	PC	F	E4	6092016	2.46014418125644	6092016	8.81571486431754	0.279063492764961
PC200	PC	F	F4	6092016	2.63069001029866	6092016	9.58282705548806	0.274521286366331
PC200	PC	F	A5	06102016-2	2.31179394487122	06102016-2	9.40912795436023	0.2456969398317
PC200	PC	F	B5	06102016-2	1.53908721192951	06102016-2	12.2616136919315	0.125520771620971
PC200	PC	F	C5	06102016-2	2.08947130591957	06102016-2	10.4205378973105	0.200514726447936
PC200	PC	F	D5	06102016-2	2.25756891098057	06102016-2	11.6193969030155	0.194293122941233
PC200	PC	F	E5	06102016-2	2.54225033890646	06102016-2	9.23879380603097	0.275171239047127
PC200	PC	F	F5	06102016-2	NA	06102016-2	NA	NA
PC85	PC	F	A3	3102016	2.60463175464219	3102016	8.18244170096022	0.31831962265451
PC85	PC	F	B3	3102016	2.26079699561861	3102016	10.3115814226925	0.21924832893656
PC85	PC	F	C3	3102016	1.74921760901314	3102016	8.55575151871448	0.204449323380533
PC85	PC	F	D3	3102016	3.20383893177551	3102016	7.76455026455026	0.412623889680116
PC85	PC	F	E3	3102016	2.22741498017943	3102016	9.05055849500294	0.246108014373836
PC85	PC	F	F3	3102016	2.04548299603589	3102016	9.58063883989809	0.213501733049113
PC85	PC	F	A4	5262016	2.9233464739378	05312016-2	9.32217573221757	0.313590577769809
PC85	PC	F	B4	5262016	2.55716162943495	05312016-2	10.3279537756525	0.247596153602401
PC85	PC	F	C4	5262016	1.90801576872536	05312016-2	9.25443315401474	0.206173164468494
PC85	PC	F	D4	5262016	3.04511607533947	05312016-2	8.29408248655111	0.367143210870779
PC85	PC	F	E4	5262016	3.03109943057381	05312016-2	8.85435345686392	0.342328713817505
PC85	PC	F	F4	5262016	2.06833114323259	05312016-2	NA	NA
PC85	PC	F	A5	6162016	2.17927279797783	6162016	8.82620718995958	0.246909318020192
PC85	PC	F	B5	6162016	1.86272603538791	6162016	12.5164858540736	0.148821806464285
PC85	PC	F	C5	6162016	2.34649037526735	6162016	9.50180812593065	0.24695198473475
PC85	PC	F	D5	6162016	2.07894225160412	6162016	8.57945118059987	0.242316461489412
PC85	PC	F	E5	6162016	1.86972584094886	6162016	9.02531376302914	0.207164636049321
PC85	PC	F	F5	6162016	1.87128135329574	6162016	9.79110827483514	0.191120484093232
FFD10	FFD	M	A1	1282016	1.61183261183261	2012016	7.95208970438328	0.20269296144184
FFD10	FFD	M	B1	1282016	1.89321789321789	2012016	8.2375127420999	0.229828827279638
FFD10	FFD	M	C1	1282016	1.91390091390091	2012016	8.58715596330275	0.222879486768376
FFD10	FFD	M	D1	1282016	1.81962481962482	2012016	9.03261977573904	0.201450394769433
FFD10	FFD	M	E1	1282016	1.4959114959115	2012016	8.98980632008155	0.166400859223175
FFD10	FFD	M	F1	1282016	1.76094276094276	2012016	8.22018348623854	0.214221831409331
FFD10	FFD	M	A2	3092016	1.16919082648204	3092016-2	6.30641509433963	0.185397061403627
FFD10	FFD	M	B2	3092016	1.37083513630463	3092016-2	6.36477987421384	0.215378247700036
FFD10	FFD	M	C2	3092016	1.28169623539593	3092016-2	6.66566037735849	0.192283459227764
FFD10	FFD	M	D2	3092016	1.95586326265686	3092016-2	6.53283018867925	0.299389882511591
FFD10	FFD	M	E2	3092016	1.29900475984422	3092016-2	7.04402515723271	0.184412282870742
FFD10	FFD	M	F2	3092016	0.999567286888793	3092016-2	6.82364779874214	0.146485767784359
FFD10	FFD	M	A3	5312016	2.24561403508772	5312016	6.80685943171861	0.329904570178665
FFD10	FFD	M	B3	5312016	1.98459563543004	5312016	7.17569992072433	0.276571715282892
FFD10	FFD	M	C3	5312016	0.796747967479675	5312016	8.68694454875453	0.0917178604062698
FFD10	FFD	M	D3	5312016	1.86649550706033	5312016	8.14369758417824	0.229195090776284
FFD10	FFD	M	E3	5312016	1.70474967907574	5312016	8.01018066508115	0.212822875082864
FFD10	FFD	M	F3	5312016	1.46940522036799	5312016	8.51420703467267	0.172582744862098
FFD10	FFD	M	A5	6102016	1.94848621780389	6102016	6.44077402639462	0.302523611264561
FFD10	FFD	M	B5	6102016	2.13827383642115	6102016	7.36377621245243	0.290377351881667
FFD10	FFD	M	C5	6102016	2.42385901491188	6102016	5.71937494939681	0.423797886369999
FFD10	FFD	M	D5	6102016	2.09037505648441	6102016	8.11837098210671	0.257487008303969
FFD10	FFD	M	E5	6102016	2.21418888386805	6102016	7.59614606104769	0.291488455602796
FFD10	FFD	M	F5	6102016	2.28920018075011	6102016	5.50724637681159	0.415670559136205
FFD10	FFD	M	A4	5312016-2	2.54694270582571	6012016	7.13932135728543	0.35674857291956
FFD10	FFD	M	B4	5312016-2	2.04140587385652	6012016	7.98642714570858	0.255609402879666
FFD10	FFD	M	C4	5312016-2	1.89311506981223	6012016	7.98722554890219	0.237017855351841
FFD10	FFD	M	D4	5312016-2	2.347616754935	6012016	7.68383233532934	0.305526806479228
FFD10	FFD	M	E4	5312016-2	1.87096774193548	6012016	8.43992015968064	0.221680739454564
FFD10	FFD	M	F4	5312016-2	1.83245064997593	6012016	7.84510978043912	0.233578713524817
FFD14	FFD	M	A1	1282016	1.28667628667629	2012016	6.96751393230937	0.184667917305451
FFD14	FFD	M	B1	1282016	1.4040404040404	2012016	7.83380907072629	0.179228315544105
FFD14	FFD	M	C1	1282016	1.23809523809524	2012016	8.96470481627475	0.138107752956636
FFD14	FFD	M	D1	1282016	1.65848965848966	2012016	7.57555162883422	0.218926586438548
FFD14	FFD	M	E1	1282016	1.14670514670515	2012016	7.15055955779077	0.160365791996764
FFD14	FFD	M	F1	1282016	1.0986050986051	2012016	6.88142811834534	0.159647834680755
FFD14	FFD	M	A4	6012016	1.80981595092025	6032016-2	6.6434291879331	0.272421952537333
FFD14	FFD	M	B4	6012016	2.00175284837862	6032016-2	7.00444001825802	0.285783423537182
FFD14	FFD	M	C4	6012016	1.80718667835232	6032016-2	7.25175318477945	0.249206865195769
FFD14	FFD	M	D4	6012016	0.942156003505697	6032016-2	6.82683928793726	0.138007643620738
FFD14	FFD	M	E4	6012016	1.50043821209465	6032016-2	7.15880326984522	0.209593441185191
FFD14	FFD	M	F4	6012016	1.68886941279579	6032016-2	7.43599319473837	0.227120892739765
FFD14	FFD	M	A5	06102016-2	1.762313601446	06102016-2	6.63750506277845	0.265508438001597
FFD14	FFD	M	B5	06102016-2	1.79484862178039	06102016-2	6.94937221547185	0.258274929897178
FFD14	FFD	M	C5	06102016-2	1.69453230908269	06102016-2	6.89347914135277	0.245816702181267
FFD14	FFD	M	D5	06102016-2	1.60957975598735	06102016-2	6.87160793843661	0.234236261790213
FFD14	FFD	M	E5	06102016-2	2.1373700858563	06102016-2	6.03888213851762	0.353934724478821
FFD14	FFD	M	F5	06102016-2	NA	06102016-2	6.68124746861078	NA
FFD14	FFD	M	A3	5312016-2	2.11747713047665	6012016	6.59268878133239	0.321185665016134
FFD14	FFD	M	B3	5312016-2	2.22147327876745	6012016	7.57801125408256	0.293147265724983
FFD14	FFD	M	C3	5312016-2	2.20702936928262	6012016	8.41144296226341	0.262384156818765
FFD14	FFD	M	D3	5312016-2	1.71689937409726	6012016	7.89438476370361	0.217483619748448
FFD14	FFD	M	E3	5312016-2	1.75156475686086	6012016	6.57537480816904	0.266382496505715
FFD14	FFD	M	F3	5312016-2	1.83341357727492	6012016	8.13441939164994	0.225389605453209
FFD16	FFD	M	A3	5262016	1.63381515549715	5232016	6.47521459709676	0.252318302505324
FFD16	FFD	M	B3	5262016	1.25536574682435	5232016	6.33769268796908	0.198079302457727
FFD16	FFD	M	C3	5262016	2.05781865965834	5232016	6.45454136892724	0.318817177245912
FFD16	FFD	M	D3	5262016	1.97897503285151	5232016	6.70351894296885	0.295214356771111
FFD16	FFD	M	E3	5262016	1.01620674551029	5232016	6.59475978607703	0.154093064565555
FFD16	FFD	M	F3	5262016	1.45335085413929	5232016	5.45503572873129	0.266423709469874
FFD16	FFD	M	A5	06032019-2	2.01186239620403	04292019-6	8.01575931232092	0.250988374003649
FFD16	FFD	M	B5	06032019-2	1.75278766310795	04292019-6	8.3142311365807	0.210817769474328
FFD16	FFD	M	C5	06032019-2	1.89988137603796	04292019-6	8.35243553008596	0.227464356856689
FFD16	FFD	M	D5	06032019-2	2.05931198102017	04292019-6	7.6158070678128	0.270399704546558
FFD16	FFD	M	E5	06032019-2	1.86287069988138	04292019-6	7.3292741165234	0.254168512497254
FFD16	FFD	M	F5	06032019-2	1.5497034400949	04292019-6	6.58070678127985	0.235491945105858
FFD16	FFD	M	A6	06032019-4	1.41778319123021	05302019-2	8.80781580925053	0.160968760239191
FFD16	FFD	M	B6	06032019-4	1.41128704831506	05302019-2	8.40336134453782	0.167943158749492
FFD16	FFD	M	C6	06032019-4	1.06780349167682	05302019-2	8.75725900116144	0.121933528691477
FFD16	FFD	M	D6	06032019-4	1.32927324401137	05302019-2	7.8677324588372	0.168952522339305
FFD16	FFD	M	E6	06032019-4	1.36662606577345	05302019-2	8.79961740793879	0.155305168670232
FFD16	FFD	M	F6	06032019-4	1.72310190824198	05302019-2	8.15331010452962	0.211337712677542
FFD19	FFD	M	A1	2022016	1.08515107448699	2032016	7.65924641033054	0.141678569450824
FFD19	FFD	M	B1	2022016	1.51882371950234	2032016	7.42700202370627	0.204500243120226
FFD19	FFD	M	C1	2022016	1.3420584908709	2032016	7.6582827406765	0.175242745183935
FFD19	FFD	M	D1	2022016	1.13847148166101	2032016	8.21528380071312	0.138579689914326
FFD19	FFD	M	E1	2022016	1.35821619001454	2032016	7.71128457164884	0.176133584151223
FFD19	FFD	M	F1	2022016	0.788172564226854	2032016	8.98814686325528	0.0876902187089317
FFD19	FFD	M	A4	6022016	1.16456795484151	6032016	7.70257063947312	0.151192116158401
FFD19	FFD	M	B4	6022016	1.4468085106383	6032016	9.24155513065647	0.156554658840792
FFD19	FFD	M	C4	6022016	1.20538428137212	6032016	8.22859570851923	0.146487240845259
FFD19	FFD	M	D4	6022016	1.96092053842814	6032016	8.18865519439133	0.239467958031892
FFD19	FFD	M	E4	6022016	1.38601823708207	6032016	7.55810495007436	0.183381713569409
FFD19	FFD	M	F4	6022016	1.51107251411203	6032016	8.84894837476099	0.17076294833202
FFD19	FFD	M	A3	04272016-2	1.40977198697068	5042016	5.88137229095376	0.239701198500744
FFD19	FFD	M	B3	04272016-2	1.38371335504886	5042016	6.0042116346407	0.23045712563922
FFD19	FFD	M	C3	04272016-2	1.14657980456026	5042016	6.59296306045451	0.173909635780853
FFD19	FFD	M	D3	04272016-2	1.00846905537459	5042016	6.76406071773274	0.14909225352321
FFD19	FFD	M	E3	04272016-2	1.52095548317047	5042016	5.50232517329122	0.276420501382456
FFD19	FFD	M	F3	04272016-2	1.28555917480999	5042016	4.94340615951567	0.260055341059805
FFD19	FFD	M	A2	3092016-2	1.22065727699531	3092016	9.60685781850428	0.12706103286385
FFD19	FFD	M	B2	3092016-2	1.6851989127749	3092016	9.61868164351168	0.175200612228564
FFD19	FFD	M	C2	3092016-2	1.46775389177168	3092016	8.94472361809045	0.164091586776722
FFD19	FFD	M	D2	3092016-2	1.50234741784038	3092016	8.56439058035274	0.175417900870478
FFD19	FFD	M	E2	3092016-2	1.38868297504324	3092016	8.86294216178934	0.156684196928448
FFD19	FFD	M	F2	3092016-2	1.53496417099086	3092016	12.2396295201498	0.125409365411256
FFD2	FFD	M	A2	3042016	1.85986120438773	3042016	7.1152779878018	0.261389816051631
FFD2	FFD	M	B2	3042016	1.59838817998657	3042016	7.37133928121377	0.216838232376597
FFD2	FFD	M	C2	3042016	1.61271546899485	3042016	7.31790916880891	0.220379268421193
FFD2	FFD	M	D2	3042016	1.95657040519364	3042016	7.51650788850245	0.260303113389463
FFD2	FFD	M	E2	3042016	1.22946048802328	3042016	7.146529562982	0.172036017928438
FFD2	FFD	M	F2	3042016	1.40586523393777	3042016	7.03462876153032	0.199849243164885
FFD2	FFD	M	A3	4272016	1.88268026895432	4282016	7.48140369300779	0.251647998986327
FFD2	FFD	M	B3	4272016	1.54695107813587	4282016	NA	NA
FFD2	FFD	M	C3	4272016	1.75284025040575	4282016	6.97908462413582	0.251156182337135
FFD2	FFD	M	D3	4272016	1.60630651518664	4282016	8.03885534260961	0.199817815687326
FFD2	FFD	M	E3	4272016	1.29283561326223	4282016	7.83232694495493	0.165064050868687
FFD2	FFD	M	F3	4272016	2.26107118015303	4282016	6.89069747090225	0.328133863037956
FFD2	FFD	M	A5	06032019-2	2.64578884934757	04292019-5	8.46607669616519	0.312516522623284
FFD2	FFD	M	B5	06032019-2	2.2994068801898	04292019-5	7.07964601769912	0.324791221826809
FFD2	FFD	M	C5	06032019-2	1.97959667852906	04292019-5	9.03861625100563	0.219015458069571
FFD2	FFD	M	D5	06032019-2	2.10106761565836	04292019-5	8.18047733976938	0.256839244018687
FFD2	FFD	M	E5	06032019-2	2.0773428232503	04292019-5	7.32636095467954	0.283543608634713
FFD2	FFD	M	F5	06032019-2	1.43202846975089	04292019-5	9.07481898632341	0.157802428005351
FFD22	FFD	M	A2	3042016	1.54197447951645	3042016	5.53798925556409	0.27843580194151
FFD22	FFD	M	B2	3042016	1.37989702261025	3042016	4.65899206958302	0.296179302733554
FFD22	FFD	M	C2	3042016	1.14349675397358	3042016	6.78946022000512	0.16842233652158
FFD22	FFD	M	D2	3042016	1.25901052160287	3042016	7.69403939626503	0.163634530155127
FFD22	FFD	M	E2	3042016	1.37004701141706	3042016	6.78639038117166	0.201881550347907
FFD22	FFD	M	F2	3042016	1.28408327736736	3042016	4.00511639805577	0.320610726317642
FFD22	FFD	M	A4	6032016	1.40234291799787	5312016	6.919635594599	0.202661382789066
FFD22	FFD	M	B4	6032016	1.41767838125666	5312016	7.2083943387018	0.196670480920439
FFD22	FFD	M	C4	6032016	1.16975505857295	5312016	8.2772083943387	0.14132241244198
FFD22	FFD	M	D4	6032016	1.46794462193823	5312016	8.4407027818448	0.173912606554
FFD22	FFD	M	E4	6032016	1.34526091586794	5312016	7.52806246949732	0.178699488921453
FFD22	FFD	M	F4	6032016	1.18935037273695	5312016	8.17471937530503	0.145491278432121
FFD22	FFD	M	A3	04272016-2	1.14918566775244	5042016	6.99981124952812	0.164173807948023
FFD22	FFD	M	B3	04272016-2	1.30901194353963	5042016	7.61702529256323	0.171853432706553
FFD22	FFD	M	C3	04272016-2	1.56091205211726	5042016	7.51038127595319	0.207833929432452
FFD22	FFD	M	D3	04272016-2	1.51661237785016	5042016	7.24424311060777	0.209354152627675
FFD22	FFD	M	E3	04272016-2	1.01454940282302	5042016	7.07814269535674	0.143335539630836
FFD22	FFD	M	F3	04272016-2	1.63474484256243	5042016	7.04416761041903	0.232070690672448
FFD23	FFD	M	A3	3032016	2.73102785782901	3032016	6.12310902451748	0.446019799238219
FFD23	FFD	M	B3	3032016	2.84149855907781	3032016	7.87271778821075	0.360929812997095
FFD23	FFD	M	C3	3032016	2.54851104707012	3032016	5.59520083463746	0.455481603322154
FFD23	FFD	M	D3	3032016	2.36023054755043	3032016	8.46009389671362	0.278983965942421
FFD23	FFD	M	E3	3032016	1.78194044188281	3032016	6.57694314032343	0.270937486285639
FFD23	FFD	M	F3	3032016	1.74735830931796	3032016	6.47157016171101	0.270005310250084
FFD23	FFD	M	A4	6022016	1.87234042553191	6022016	5.24420100419105	0.357030637085722
FFD23	FFD	M	B4	6022016	2.09900130264872	6022016	7.64679032324993	0.274494423662533
FFD23	FFD	M	C4	6022016	1.86626139817629	6022016	7.68662600107888	0.242793313726249
FFD23	FFD	M	D4	6022016	2.04255319148936	6022016	9.14643761151915	0.223316801386907
FFD23	FFD	M	E4	6022016	2.1650021710812	6022016	7.14386489065936	0.303057547170573
FFD23	FFD	M	F4	6022016	1.73947025618758	6022016	8.29163035810615	0.209786276167874
FFD23	FFD	M	A5	6092016	2.2994850669413	6102016	5.50319812160958	0.417845226744034
FFD23	FFD	M	B5	6092016	1.99629248197734	6102016	6.08857582381993	0.327875112299231
FFD23	FFD	M	C5	6092016	2.6356333676622	6102016	5.99141769897174	0.439901455729674
FFD23	FFD	M	D5	6092016	2.34974253347065	6102016	5.07651202331795	0.462865550731993
FFD23	FFD	M	E5	6092016	1.91472708547889	6102016	6.38814670876852	0.299731232354243
FFD23	FFD	M	F5	6092016	2.33656024716787	6102016	5.86268318354789	0.398547930020306
FFD23	FFD	M	A6	06102016-2	1.82467239042024	06102016-2	6.35859820700897	0.286961423102492
FFD23	FFD	M	B6	06102016-2	1.4631721644826	06102016-2	7.33822330888346	0.199390520415388
FFD23	FFD	M	C6	06102016-2	2.63443289652056	06102016-2	6.88753056234719	0.382493097151902
FFD23	FFD	M	D6	06102016-2	2.27383642114776	06102016-2	6.41564792176039	0.354420387290181
FFD23	FFD	M	E6	06102016-2	2.53863533664709	06102016-2	5.94132029339853	0.4272847130406
FFD23	FFD	M	F6	06102016-2	2.14911884319928	06102016-2	4.95028524857376	0.434140405104628
FFD29	FFD	M	A2	3102016	1.27602754016274	3102016	7.50856119277172	0.16994301669821
FFD29	FFD	M	B2	3102016	1.56060922178177	3102016	7.88683420262368	0.197875241407079
FFD29	FFD	M	C2	3102016	1.05069893594826	3102016	5.841631104789	0.179863965577506
FFD29	FFD	M	D2	3102016	1.68912998122262	3102016	6.5518149728676	0.257811001717485
FFD29	FFD	M	E2	3102016	1.04652618401836	3102016	5.73942363416047	0.182339943995342
FFD29	FFD	M	F2	3102016	1.57479657834342	3102016	6.54760023181076	0.240515077675703
FFD29	FFD	M	A4	6032016	1.88029818956337	6022016	6.78053962183981	0.277308045440367
FFD29	FFD	M	B4	6032016	2.23642172523962	6022016	6.96579562353941	0.321057614392548
FFD29	FFD	M	C4	6032016	1.93652822151225	6022016	6.77884002549395	0.285672506539368
FFD29	FFD	M	D4	6032016	1.65452609158679	6022016	7.43233482048014	0.22261188866622
FFD29	FFD	M	E4	6032016	1.95527156549521	6022016	8.46144040790312	0.231080226443355
FFD29	FFD	M	F4	6032016	1.25495207667732	6022016	8.28128319524113	0.151540775395591
FFD29	FFD	M	A1	1282016-2	1.35342814689026	2012016	8.52612024828961	0.158739040440083
FFD29	FFD	M	B1	1282016-2	2.0522182126937	2012016	12.1371936024648	0.169085068584301
FFD29	FFD	M	C1	1282016-2	1.33220123116111	2012016	7.91717638530198	0.168267216281086
FFD29	FFD	M	D1	1282016-2	1.42135427722352	2012016	7.73956775859725	0.183647759352537
FFD29	FFD	M	E1	1282016-2	1.32286138824029	2012016	7.11612523220515	0.185896305232723
FFD29	FFD	M	F1	1282016-2	1.52494162598174	2012016	7.64532644646821	0.199460629530894
FFD4	FFD	M	A3	4272016	1.04242986320427	4282016	5.99235668789809	0.17395991552197
FFD4	FFD	M	B3	4272016	0.905170415024345	4282016	7.63906581740977	0.118492291683287
FFD4	FFD	M	C3	4272016	1.21678645954092	4282016	6.14012738853503	0.198169578991623
FFD4	FFD	M	D3	4272016	1.01089728727104	4282016	6.62675159235669	0.152547937429405
FFD4	FFD	M	E3	4272016	0.893113841873406	4282016	6.91380042462845	0.129178423879859
FFD4	FFD	M	F3	4272016	1.30674704382101	4282016	6.25732484076433	0.208834777972209
FFD4	FFD	M	A4	6102016	1.74875734297334	6092016	5.40299716484407	0.323664308830673
FFD4	FFD	M	B4	6102016	1.91956619972887	6092016	6.97529364115027	0.275195038156462
FFD4	FFD	M	C4	6102016	1.65747853592409	6092016	6.66585662211422	0.248651993267503
FFD4	FFD	M	D4	6102016	1.55806597379123	6092016	7.61684892669097	0.204555189263562
FFD4	FFD	M	E4	6102016	1.65295978309986	6092016	7.22073714054273	0.228918426322278
FFD4	FFD	M	F4	6102016	1.61138725711704	6092016	6.36046982584042	0.253344061246941
FFD4	FFD	M	A5	6162016	1.09274742368268	6162016	7.12699425654116	0.153325144422525
FFD4	FFD	M	B5	6162016	1.33540734979584	6162016	6.8138693894916	0.195983702278666
FFD4	FFD	M	C5	6162016	1.30896363989889	6162016	6.02510104233142	0.217251732494164
FFD4	FFD	M	D5	6162016	1.2405210966362	6162016	6.51350776430546	0.190453614477035
FFD4	FFD	M	E5	6162016	1.25296519541124	6162016	6.76877260157413	0.185109660076312
FFD4	FFD	M	F5	6162016	1.04297102858254	6162016	6.57136779408637	0.15871445051685
FFD6	FFD	M	A2	3092016	1.47122457810472	3092016-2	5.12325512325512	0.287165979969773
FFD6	FFD	M	B2	3092016	1.29727390739939	3092016-2	5.04306504306504	0.257239178222247
