Genotype	Pop	Sex	Sample	Kit	Glu-Plate	Glu	Prot-Plate	Protein	GluNorm	Glu.CanS
FFD23	FFD	M	F6	HK	06022019-2	0.211352569227415	05302019-2	7.50792278882166	0.0281506050571127	0.625569001269171
FFD6	FFD	M	A6	HK	06022019-2	0.340140998619086	04302019-2	6.21328333617408	0.0547441634664826	1.21653696592184
FFD6	FFD	M	B6	HK	06022019-2	0.325605058507159	04302019-2	6.15192318618261	0.0529273608679765	1.17616357484392
FFD6	FFD	M	C6	HK	06022019-2	0.320662838869104	04302019-2	5.46218964831544	0.0587059145718233	1.30457587937385
FFD6	FFD	M	D6	HK	06022019-2	0.45439348789883	04302019-2	6.17805806488268	0.073549565757838	1.63443479461862
FFD6	FFD	M	E6	HK	06022019-2	0.354386219928774	04302019-2	5.81785125845123	0.060913592353187	1.35363538562638
FFD6	FFD	M	F6	HK	06022019-2	0.503234246674904	04302019-2	5.57468325663314	0.090271361350642	2.00603025223649
PC136	PC	M	A5	HK	06022019-2	0.382004506141435	05302019-1	8.4391432602283	0.0452657923158779	1.0059064959084
PC136	PC	M	B5	HK	06022019-2	0.379097318119049	05302019-1	9.53315377709375	0.0397662019288877	0.883693376197504
PC136	PC	M	C5	HK	06022019-2	0.29362599026092	05302019-1	8.70462998589201	0.0337321621639074	0.749603603642387
PC136	PC	M	D5	HK	06022019-2	0.228795697361727	05302019-1	7.57086058740541	0.0302205667004809	0.671568148899576
PC136	PC	M	E5	HK	06022019-2	0.401191947089178	05302019-1	8.15954854431191	0.0491684000542962	1.09263111231769
PC136	PC	M	F5	HK	06022019-2	0.384620975361582	05302019-1	8.07874823650122	0.047608981503322	1.05797736674049
PC141	PC	M	A6	HK	06022019-2	0.379678755723526	05312019-1	10.80372049	0.0351433338242098	0.780962973871329
PC141	PC	M	B6	HK	06022019-2	0.460498582745839	05312019-1	12.68940297	0.0362900117392867	0.806444705317482
PC141	PC	M	C6	HK	06022019-2	0.403517697507086	05312019-1	11.56848716	0.0348807663375654	0.775128140834787
PC141	PC	M	D6	HK	06022019-2	0.469510865615234	05312019-1	12.5606169	0.0373796023995632	0.830657831101404
PC141	PC	M	E6	HK	06022019-2	0.401191947089178	05312019-1	10.69401383	0.0375155627687437	0.833679172638749
PC167	PC	M	A5	HK	06022019-2	0.673595464786685	04292019-4	8.42065009560229	0.0799932852142226	1.77762856031606
PC167	PC	M	B5	HK	06022019-2	0.621847517988226	04292019-4	8.82600382409178	0.070456293740867	1.56569541646371
PC167	PC	M	C5	HK	06022019-2	0.272984955301984	04292019-4	7.4314850223072	0.0367335673129342	0.816301495842982
PC167	PC	M	D5	HK	06022019-2	0.502362090268188	04292019-4	8.36073932441045	0.0600858453751172	1.33524100833594
PC167	PC	M	E5	HK	06022019-2	0.57736754124573	04292019-4	7.50414276609305	0.0769398396649015	1.70977421477559
PC167	PC	M	F5	HK	06022019-2	0.599462170215859	04292019-4	5.04652644996813	0.118787085762653	2.63971301694784
PC189	PC	M	A5	HK	06022019-2	0.300603241514645	04292019-3	5.48919783303962	0.0547626904072042	1.21694867571565
PC189	PC	M	B5	HK	06022019-2	0.421542263245875	04292019-3	7.17446641864108	0.0587559044322239	1.30568676516053
PC189	PC	M	C5	HK	06022019-2	0.301475397921361	04292019-3	7.05698061484237	0.0427201680683793	0.949337068186207
PC189	PC	M	D5	HK	06022019-2	0.220074133294571	04292019-3	6.81939821160499	0.0322717821229529	0.717150713843398
PC189	PC	M	E5	HK	06022019-2	0.366014972018315	04292019-3	6.20586123621174	0.0589789165575578	1.31064259016795
PC189	PC	M	F5	HK	06022019-2	0.26978704847736	04292019-3	7.70184713791528	0.0350288760145901	0.778419466990891
FFD10	FFD	F	A5	HK	06052019-1	0.682081818884851	04292019-1	10.6315659374614	0.0641562891955047	1.6972563279234
FFD10	FFD	F	B5	HK	06052019-1	0.676204469878586	04292019-1	11.0950438759115	0.0609465340958855	1.61234217184882
FFD10	FFD	F	C5	HK	06052019-1	0.65269507385353	04292019-1	12.085032752441	0.0540085481954275	1.42879757130761
FFD10	FFD	F	D5	HK	06052019-1	0.604748279328745	04292019-1	9.79236188357434	0.0617571415883993	1.63378681450792
FFD10	FFD	F	E5	HK	06052019-1	0.571030856082283	04292019-1	11.0307749351131	0.0517670661799636	1.36949910529004
FFD10	FFD	F	F5	HK	06052019-1	0.630732348619596	04292019-1	11.0418984056359	0.057121730833682	1.51115690036196
FFD16	FFD	F	A6	HK	06052019-1	0.474827932874488	05302018-2	12.1199699391952	0.0391773193544751	1.03643701995966
FFD16	FFD	F	B6	HK	06052019-1	0.534838759570026	05302018-2	12.073512331762	0.044298522656329	1.17191858879177
FFD16	FFD	F	C6	HK	06052019-1	0.523393395715722	05302018-2	10.7699665231946	0.0485974951350612	1.28564801944606
FFD16	FFD	F	D6	HK	06052019-1	0.49245997989328	05302018-2	12.6091412174626	0.0390557906680642	1.03322197534561
FFD16	FFD	F	E6	HK	06052019-1	0.5750522001392	05302018-2	13.7254901960784	0.0418966602958561	1.10837725650413
FFD16	FFD	F	F6	HK	06052019-1	0.479467945247854	05302018-2	11.5310514449682	NA	NA
FFD19	FFD	F	A6	HK	06052019-1	0.507308019488052	05302019-1	10.888	0.0465933155297623	1.23262739496726
FFD19	FFD	F	B6	HK	06052019-1	0.490913309102158	05302019-1	12.2413333333333	0.0401029279846008	1.06092402075663
FFD19	FFD	F	C6	HK	06052019-1	0.373984997293326	05302019-1	11.6746666666667	0.032033890814298	0.847457428949683
FFD19	FFD	F	D6	HK	06052019-1	0.341195576521537	05302019-1	12.0466666666667	0.0283228204085392	0.749280963188868
FFD19	FFD	F	E6	HK	06052019-1	0.245301987471967	05302019-1	10.552	0.0232469662122789	0.614999106144944
FFD19	FFD	F	F6	HK	06052019-1	0.351712937901168	05302019-1	10.744	0.0327357537138094	0.866025230524058
FFD2	FFD	F	A5	HK	06052019-1	0.622998994663986	04292019-5	11.6478948779834	0.0534859733187982	1.41497283912165
FFD2	FFD	F	B5	HK	06052019-1	0.533910757095352	04292019-5	7.46446768570662	0.0715269701170673	1.8922478866949
FFD2	FFD	F	C5	HK	06052019-1	0.548140128373676	04292019-5	11.9308125502816	0.045943235304685	1.21542950541495
FFD2	FFD	F	D5	HK	06052019-1	0.47637460366561	04292019-5	11.8181818181818	0.0403086203101671	1.06636561667109
FFD2	FFD	F	E5	HK	06052019-1	0.534529425411801	04292019-5	13.0316438723518	0.0410178048638875	1.08512711280126
FFD2	FFD	F	F5	HK	06052019-1	0.771479390611708	04292019-5	12.7487262000536	0.0605142332265685	1.60090564091451
FFD29	FFD	F	A5	HK	06052019-1	0.440491841311577	04292019-6	10.4317511397157	0.0422260687982231	1.11709176714876
FFD29	FFD	F	B5	HK	06052019-1	0.395638388369036	04292019-6	10.8219361759185	0.0365589282673307	0.967167414479648
FFD29	FFD	F	C5	HK	06052019-1	0.367179645812389	04292019-6	10.0992223116117	0.0363572198415931	0.961831212740558
FFD29	FFD	F	D5	HK	06052019-1	0.363467635913696	04292019-6	12.2311611692143	0.0297165273914091	0.786151518291246
FFD29	FFD	F	E5	HK	06052019-1	0.341195576521537	04292019-6	16.1102172164119	0.0211788315413868	0.560286548713937
FFD29	FFD	F	F5	HK	06052019-1	0.365942309179491	04292019-6	17.4094931617056	0.0210196991825372	0.55607669795072
PC141	PC	F	A5	HK	06052019-1	0.619596318923517	05302019-2	10.1158167675022	0.0612502512811437	1.62037701801967
PC141	PC	F	B5	HK	06052019-1	0.474827932874488	05302019-2	12.4010371650821	0.0382893726188865	1.01294636557901
PC141	PC	F	C5	HK	06052019-1	0.621452323872864	05302019-2	9.22961682512244	0.0673324077963139	1.78128062953211
PC141	PC	F	D5	HK	06052019-1	0.694145851055603	05302019-2	11.8524920772112	0.0585653925380164	1.54934900894223
PC141	PC	F	E5	HK	06052019-1	0.848503596009589	05302019-2	10.8314606741573	0.0783369502539973	2.07240609137559
PC141	PC	F	F5	HK	06052019-1	0.931714484571959	05302019-2	10.9824258138865	0.084836856661838	2.24436128735021
PC155	PC	F	A5	HK	06052019-1	0.792823447529194	04292019-6	10.0071128354348	0.0792259926081613	2.09592573037464
PC155	PC	F	B5	HK	06052019-1	0.811383497022659	04292019-6	13.1005496281927	0.0619350729588125	1.63849399361938
PC155	PC	F	C5	HK	06052019-1	0.595468254582012	04292019-6	10.1868735855157	0.0584544658950793	1.54641444166876
PC155	PC	F	D5	HK	06052019-1	0.760343360915629	04292019-6	12.6931781441966	0.0599017324328078	1.58470191621185
PC155	PC	F	E5	HK	06052019-1	0.56	04292019-6	10.9033301002263	0.0513604554619856	1.35874220798904
PC155	PC	F	F5	HK	06052019-1	0.685484494625319	04292019-6	9.36954413191077	0.0731609227700521	1.93547414735588
FFD10	FFD	M	A5	HK	06052019-2	0.343950995405819	04292019-1	9.40304041527623	0.036578700102898	0.937915387253795
FFD10	FFD	M	B5	HK	06052019-2	0.352526799387443	04292019-1	9.12618959337536	0.0386280381073104	0.990462515572062
FFD10	FFD	M	C5	HK	06052019-2	0.380398162327718	04292019-1	10.1841552342109	0.037351960332446	0.957742572626821
FFD10	FFD	M	D5	HK	06052019-2	0.309647779479326	04292019-1	8.38462489185514	0.0369304272371349	0.946934031721408
FFD10	FFD	M	E5	HK	06052019-2	0.303828483920367	04292019-1	8.56260042022	0.0354832024162773	0.909825702981469
FFD10	FFD	M	F5	HK	06052019-2	0.383460949464012	04292019-1	11.8600914596465	0.0323320398302764	0.829026662314779
FFD2	FFD	M	A5	HK	06052019-2	0.257580398162328	04292019-5	8.46607669616519	0.0304250017341565	0.780128249593756
FFD2	FFD	M	B5	HK	06052019-2	0.270750382848392	04292019-5	7.07964601769912	0.0382434915773353	0.980602348136803
FFD2	FFD	M	C5	HK	06052019-2	0.231546707503828	04292019-5	9.03861625100563	0.0256174950981093	0.656858848669469
FFD2	FFD	M	D5	HK	06052019-2	0.298009188361409	04292019-5	8.18047733976938	0.0364293153056775	0.934085007837885
FFD2	FFD	M	E5	HK	06052019-2	0.195405819295559	04292019-5	7.32636095467954	0.026671606887011	0.683887356077205
FFD2	FFD	M	F5	HK	06052019-2	0.432465543644717	04292019-5	9.07481898632341	0.0476555559175872	1.22193733122018
FFD4	FFD	M	A6	HK	06052019-2	0.588667687595712	05302019-3	9.14107365792759	0.0643980903802466	1.65123308667299
FFD4	FFD	M	B6	HK	06052019-2	0.49218989280245	05302019-3	8.10986267166042	0.0606902869665583	1.55616120427073
FFD4	FFD	M	C6	HK	06052019-2	0.46676875957121	05302019-3	7.32334581772784	0.063737091104081	1.63428438728413
FFD4	FFD	M	D6	HK	06052019-2	0.48698315467075	05302019-3	8.07740324594257	0.0602895682984963	1.54588636662811
FFD4	FFD	M	E6	HK	06052019-2	0.430015313935681	05302019-3	6.82771535580525	0.0629808496000147	1.61489357948756
FFD4	FFD	M	F6	HK	06052019-2	0.478407350689127	05302019-3	8.53433208489388	0.0560568004537728	1.43735385778905
FFD6	FFD	M	A5	HK	06052019-2	0.275718636262349	04292019-2	9.22444579206254	0.0298899947463076	0.766410121700195
PC12	PC	M	A6	HK	06052019-2	0.311179173047473	05302019-3	9.75250562487216	0.0319076127732612	0.818143917263108
PC12	PC	M	B6	HK	06052019-2	0.283001531393568	05302019-3	8.90979750460217	0.0317629588379971	0.814434841999926
PC12	PC	M	C6	HK	06052019-2	0.35895865237366	05302019-3	8.73798322765392	0.0410802633767515	1.05334008658337
PC12	PC	M	D6	HK	06052019-2	0.418376722817764	05302019-3	8.09572509715689	0.0516787215223862	1.32509542365093
PC12	PC	M	E6	HK	06052019-2	0.244104134762634	05302019-3	8.22117679143656	0.0296921159774718	0.761336307114662
PC12	PC	M	F6	HK	06052019-2	0.354670750382848	05302019-3	9.57932774255131	0.0370245971235959	0.949348644194767
PC200	PC	M	A5	HK	06052019-2	0.519142419601838	04292019-3	8.28952239911144	0.0626263365495563	1.60580350127067
PC200	PC	M	B5	HK	06052019-2	0.490045941807044	04292019-3	7.50709613723312	0.06527769630877	1.67378708484026
PC200	PC	M	C5	HK	06052019-2	0.475957120980092	04292019-3	9.78403060594841	0.0486463238055208	1.24734163603899
PC200	PC	M	D5	HK	06052019-2	0.446554364471669	04292019-3	9.64087375046279	0.046318868603609	1.18766329752844
PC200	PC	M	E5	HK	06052019-2	0.527105666156202	04292019-3	8.21794397136863	0.0641408201361121	1.64463641374646
PC200	PC	M	F5	HK	06052019-2	0.595712098009188	04292019-3	9.10773787486117	0.0654072510862933	1.67710900221265
PC85	PC	M	A5	HK	06052019-2	0.47687595712098	04292019-5	8.81476989421198	0.0540996489805264	1.38717048668016
PC85	PC	M	B5	HK	06052019-2	0.520061255742726	04292019-5	9.7	0.0536145624477037	1.37473237045394
PC85	PC	M	C5	HK	06052019-2	0.474119448698315	04292019-5	9.27296004312378	0.0511292452996054	1.31100628973347
PC85	PC	M	D5	HK	06052019-2	0.397856049004594	04292019-5	9.78909776969207	0.0406427699840114	1.04212230728234
PC85	PC	M	E5	HK	06052019-2	0.411944869831547	04292019-5	8.01563236978641	0.0513926850468223	1.31776115504673
PC85	PC	M	F5	HK	06052019-2	0.432465543644717	04292019-5	9.18266963142645	0.0470958404258237	1.2075856519442
FFD2	FFD	M	A6	HK	06052019-3	0.571234990778033	05302019-4	10.1284796573876	0.0563988880958437	1.31160204874055
FFD2	FFD	M	B6	HK	06052019-3	0.48993111755185	05302019-4	7.14204139900072	0.0685981906546214	1.5953067594098
FFD2	FFD	M	C6	HK	06052019-3	NA	05302019-4	9.42041399000714	NA	NA
FFD2	FFD	M	D6	HK	06052019-3	0.487522113900704	05302019-4	9.39471805852962	0.0518932139169493	1.20681892830115
FFD2	FFD	M	E6	HK	06052019-3	0.423081266232544	05302019-4	10.1527480371163	0.0416716010961612	0.969107002236307
FFD2	FFD	M	F6	HK	06052019-3	0.523657168667896	05302019-4	10.051391862955	0.0520979756642327	1.21158082940076
PC113	PC	M	A5	HK	06052019-3	0.556178717958369	04292019-1	7.06725616291533	0.0786979706320619	1.83018536353632
PC113	PC	M	B5	HK	06052019-3	0.646215229419957	04292019-1	7.66613076098607	0.0842948352392617	1.96034500556423
PC113	PC	M	C5	HK	06052019-3	0.39597997515715	04292019-1	6.83279742765273	0.0579528340112347	1.34774032584267
PC113	PC	M	D5	HK	06052019-3	0.419467760755825	04292019-1	7.27090032154341	0.0576913094947757	1.34165836034362
PC113	PC	M	E5	HK	06052019-3	0.403206986110588	04292019-1	8.04260450160772	0.0501338821310916	1.16590423560678
PC113	PC	M	F5	HK	06052019-3	0.456506191892197	04292019-1	7.65407288317256	0.0596422582930747	1.38702926262964
PC141	PC	M	A5	HK	06052019-3	0.4116384988896	05302019-2	7.25554595217517	0.0567343245570918	1.31940289667655
PC141	PC	M	B5	HK	06052019-3	0.900967365528663	05302019-2	7.77989052146355	0.115807203590209	2.69319078116765
PC141	PC	M	C5	HK	06052019-3	0.481198479316445	05302019-2	8.29271103428406	0.0580266787697117	1.34945764580725
PC141	PC	M	D5	HK	06052019-3	0.254451010652313	05302019-2	6.05243445692884	0.0420411013887175	0.977700032295756
PC141	PC	M	E5	HK	06052019-3	0.522753792298717	05302019-2	7.63123019302795	0.0685019032418018	1.5930675172512
PC200	PC	M	A6	HK	06052019-3	0.448074679113186	05302019-4	7.97256630974876	0.0562020636398202	1.30702473580977
PC200	PC	M	B6	HK	06052019-3	0.462829826476456	05302019-4	9.39183987682833	0.0492799954584358	1.14604640601013
PC200	PC	M	C6	HK	06052019-3	0.407121617043701	05302019-4	10.1588634614039	0.0400755083076428	0.931988565294019
PC200	PC	M	D6	HK	06052019-3	0.312267098279821	05302019-4	7.5344670725733	0.0414451473836185	0.963840636828337
PC200	PC	M	E6	HK	06052019-3	0.425791395340084	05302019-4	10.1420673245154	0.0419827025118302	0.976341918879772
PC200	PC	M	F6	HK	06052019-3	0.438137539052208	05302019-4	9.48701798586325	0.0461828511029581	1.07401979309205
FFD10	FFD	F	A3	HK	3112016-2	0.563248451479697	3112016	10.6833493743985	0.0527220847826489	NA
FFD10	FFD	F	B3	HK	3112016-2	0.643565037852719	3112016	10.9189238736881	0.0589403356317513	NA
FFD10	FFD	F	C3	HK	3112016-2	0.45712319339298	3112016	10.8300105412714	0.0422089333755455	NA
FFD10	FFD	F	D3	HK	3112016-2	0.325395732966277	3112016	10.0178743297126	0.0324815147661782	NA
FFD10	FFD	F	E3	HK	3112016-2	0.426772195457674	3112016	10.7401805765617	0.0397360353874328	NA
FFD10	FFD	F	F3	HK	3112016-2	0.302890571231934	3112016	10.1526192767771	0.0298337367899494	NA
FFD2	FFD	F	A2	HK	3112016-2	0.341293874741913	03112016-2	8.86892968784397	0.0384819687103508	NA
FFD2	FFD	F	B2	HK	3112016-2	0.319821059876118	03112016-2	9.78910755954739	0.0326711151073413	NA
FFD2	FFD	F	C2	HK	3112016-2	0.333860977288369	03112016-2	9.39550037423502	0.0355341348507532	NA
FFD2	FFD	F	D2	HK	3112016-2	0.430695113558156	03112016-2	10.2381895830582	0.0420675071568176	NA
FFD2	FFD	F	E2	HK	3112016-2	0.297315898141776	03112016-2	8.68137190155418	0.0342475707196174	NA
FFD2	FFD	F	F2	HK	3112016-2	0.317136958017894	03112016-2	9.45890018931889	0.0335278892546101	NA
PC114	PC	F	A3	HK	3112016-2	0.422642807983482	3112016	10.2451731535397	0.0412528711471762	NA
PC114	PC	F	B3	HK	3112016-2	0.402408809359945	3112016	14.0055163959546	0.0287321650971883	NA
PC114	PC	F	C3	HK	3112016-2	0.478596008258775	3112016	11.8040657881295	0.040545013629123	NA
PC114	PC	F	D3	HK	3112016-2	0.469717825189264	3112016	11.0092961487384	0.0426655636148993	NA
PC114	PC	F	E3	HK	3112016-2	0.434618031658637	3112016	13.6183471243232	0.0319141543163034	NA
PC114	PC	F	F3	HK	3112016-2	0.494907088781831	03112016-2	9.85985847093104	0.050194137191819	NA
PC189	PC	F	A3	HK	3112016-2	0.424913971094288	03112016-2	10.7959853845798	0.0393585167039226	NA
PC189	PC	F	B3	HK	3112016-2	0.358843771507226	03112016-2	11.3028999583738	0.031747938390039	NA
PC189	PC	F	C3	HK	3112016-2	0.416655196145905	03112016-2	12.9790481476342	0.0321021381080131	NA
PC189	PC	F	D3	HK	3112016-2	0.400344115622849	03112016-2	10.5221775126035	0.0380476488961829	NA
PC189	PC	F	E3	HK	3112016-2	0.250447350309704	03112016-2	12.0817723509551	0.0207293551835468	NA
PC189	PC	F	F3	HK	3112016-2	0.183551273227805	NA	NA	NA	NA
FFD10	FFD	M	A3	HK	3112016-2	0.307845836200964	3112016	4.41450112287456	0.069735136005698	NA
FFD10	FFD	M	B3	HK	3112016-2	0.270061940812113	3112016	4.60974380127412	0.0585850217397046	NA
FFD10	FFD	M	C3	HK	3112016-2	0.265313145216793	3112016	4.61707685961777	0.0574634456569903	NA
FFD10	FFD	M	D3	HK	3112016-2	0.260977288368892	3112016	4.62807644713323	0.0563900124274199	NA
FFD10	FFD	M	E3	HK	3112016-2	0.266345492085341	3112016	4.51899720427151	0.0589390698966537	NA
FFD10	FFD	M	F3	HK	3112016-2	0.22401927047488	3112016	4.02859892754022	0.0556072407564437	NA
FFD2	FFD	M	A2	HK	3112016-2	0.175911906400551	03112016-2	4.59648659358077	0.038270949521798	NA
FFD2	FFD	M	B2	HK	3112016-2	0.193461803165864	03112016-2	5.96574648879497	0.0324287670502307	NA
FFD2	FFD	M	C2	HK	3112016-2	0.164762560220234	03112016-2	6.3021177299344	0.0261439990937696	NA
FFD2	FFD	M	D2	HK	3112016-2	0.171988988300069	03112016-2	7.34117025492009	0.023428007024466	NA
FFD2	FFD	M	E2	HK	3112016-2	0.181693048864418	03112016-2	6.29771496499802	0.0288506307246751	NA
FFD2	FFD	M	F2	HK	3112016-2	0.166207845836201	03112016-2	7.97516840575882	0.0208406691094051	NA
PC114	PC	M	A3	HK	3112016-2	0.251892635925671	3112016	4.6308263440121	0.0543947488446379	NA
PC114	PC	M	B3	HK	3112016-2	0.286373021335169	3112016	5.59420688390852	0.0511909958423075	NA
PC114	PC	M	C3	HK	3112016-2	0.248382656572608	3112016	4.43558366561254	0.0559977390344878	NA
PC114	PC	M	D3	HK	3112016-2	0.257673778389539	3112016	5.15147348641093	0.0500194321234995	NA
PC114	PC	M	E3	HK	3112016-2	0.275636613902271	3112016	4.85723452037215	0.0567476436944108	NA
PC114	PC	M	F3	HK	3112016-2	0.288437715072264	3112016	4.93973142673816	0.0583913759989027	NA
PC189	PC	M	A2	HK	3112016-2	0.19036476256022	NA	5.30872762591925	0.0358588302083509	NA
PC189	PC	M	B2	HK	3112016-2	0.267790777701308	NA	5.61768650848712	0.0476692277678246	NA
PC189	PC	M	C2	HK	3112016-2	0.269855471438403	NA	4.93224180195181	0.0547125388969402	NA
PC189	PC	M	D2	HK	3112016-2	0.200275292498279	NA	3.69918135146385	0.0541404363479032	NA
PC189	PC	M	E2	HK	3112016-2	0.377632484514797	NA	5.68243837010314	0.0664560633867363	NA
PC189	PC	M	F2	HK	3112016-2	0.332415691672402	NA	5.33555339716017	0.0623020082320475	NA
PC200	PC	M	A3	HK	3112016-2	0.186235375086029	03112016-2	5.66283626117202	0.0328872964883298	NA
PC200	PC	M	B3	HK	3112016-2	0.241982105987612	03112016-2	6.2765816933034	0.0385531676016879	NA
PC200	PC	M	C3	HK	3112016-2	0.284514796971782	03112016-2	6.62440012327742	0.0429495187001202	NA
PC200	PC	M	D3	HK	3112016-2	0.173847212663455	03112016-2	6.00889358517149	0.028931651093384	NA
PC200	PC	M	E3	HK	3112016-2	0.200688231245699	03112016-2	5.30885396028706	0.0378025526313117	NA
PC200	PC	M	F3	HK	3112016-2	0.214521679284239	03112016-2	7.44243384845683	0.0288241298011294	NA
