Genotype	Pop	Sex	Sample	Kit	Glu-Plate	Glu	Prot-Plate	Protein	GluNorm	Glu.CanS
PC12	PC	M	C5	HK	05282019-2	0.354452945108817	04292019-6	5.669028281781	0.0625244623047569	1.42424743291018
PC12	PC	M	D5	HK	05282019-2	0.411498180197579	04292019-6	6.76458729335868	0.0608312321731111	1.38567727045811
PC12	PC	M	E5	HK	05282019-2	0.394265765431182	04292019-6	5.36489833534935	0.073489885695198	1.67402928690656
PC12	PC	M	F5	HK	05282019-2	0.330386986555745	04292019-6	5.63101203847704	0.0586727544352935	1.33650921264905
PC136	PC	M	A6	HK	05282019-2	0.483696055856793	04302019-1	7.78210648622787	0.0621549006959489	1.41582917302845
PC136	PC	M	B6	HK	05282019-2	0.389511995840452	04302019-1	9.53865080992413	0.0408351247573922	0.930185074200278
PC136	PC	M	C6	HK	05282019-2	0.459927207903142	04302019-1	8.34392727769804	0.0551211908488767	1.25560799200175
PC136	PC	M	D6	HK	05282019-2	0.713065438609522	04302019-1	12.4489098489509	0.0572793479317881	1.30476874559882
PC136	PC	M	E6	HK	05282019-2	0.544900839337443	04302019-1	7.83131706650263	0.0695797188021132	1.58495942601625
PC136	PC	M	F6	HK	05282019-2	0.420411498180198	04302019-1	7.49367780739525	0.0561021582440212	1.27795349075219
PC155	PC	M	A5	HK	05282019-2	0.476565401470697	04292019-6	5.57129000969932	0.0855395071233093	1.94850813492732
PC155	PC	M	B5	HK	05282019-2	0.675035281883681	04292019-6	7.30423537019075	0.0924169673719116	2.10517009958796
PC155	PC	M	C5	HK	05282019-2	0.718413429399094	04292019-6	4.1720012932428	0.172198755202371	3.92252289754831
PC155	PC	M	D5	HK	05282019-2	0.582930996063285	04292019-6	8.7643064985451	0.0665119363591464	1.51507827697372
PC155	PC	M	E5	HK	05282019-2	0.584416549060388	04292019-6	8.06207565470417	0.0724895887970717	1.65124348057111
PC155	PC	M	F5	HK	05282019-2	0.460224318502563	04292019-6	6.93695441319108	0.066343857994427	1.51124961262932
FFD10	FFD	M	A6	HK	05292019-1	0.295791001451379	04302019-2	5.05653087892734	0.058496824905008	2.01713189327614
FFD10	FFD	M	B6	HK	05292019-1	0.239477503628447	04302019-2	4.70882336230896	0.0508571855859592	1.75369605468825
FFD10	FFD	M	C6	HK	05292019-1	0.204934687953556	04302019-2	6.00193170842565	0.0341447883630305	1.17740649527691
FFD10	FFD	M	D6	HK	05292019-1	0.180841799709724	04302019-2	5.4042383955457	0.0334629574925447	1.15389508594982
FFD10	FFD	M	E6	HK	05292019-1	0.233381712626996	04302019-2	6.15192318618261	0.0379363827479475	1.30815112923957
FFD10	FFD	M	F6	HK	05292019-1	0.170682148040639	04302019-2	5.12470882336231	0.0333057260273092	1.14847331128652
FFD19	FFD	M	A5	HK	05292019-1	0.279535558780842	04292019-4	6.94531393850119	0.0402480811171462	1.38786486610849
FFD19	FFD	M	B5	HK	05292019-1	0.424963715529753	04292019-4	7.30988768182655	0.0581354644594985	2.00467118825857
FFD19	FFD	M	C5	HK	05292019-1	0.277213352685051	04292019-4	7.93715092370957	0.0349260528556877	1.20434665019613
FFD19	FFD	M	D5	HK	05292019-1	0.311756168359942	04292019-4	6.97722948505493	0.0446819427435656	1.54075664632985
FFD19	FFD	M	E5	HK	05292019-1	0.175326560232221	04292019-4	7.50997360829804	0.0233458290770152	0.805028588862593
FFD19	FFD	M	F5	HK	05292019-1	0.115239477503628	04292019-4	7.59590007978887	0.0151712734887412	0.523147361680731
FFD22	FFD	M	A5	HK	05292019-1	0.51756168359942	04292019-4	8.03044252132818	0.0644499580471213	2.22241234645246
FFD22	FFD	M	B5	HK	05292019-1	0.434542815674891	04292019-4	8.91180261461978	0.048760372560544	1.68139215726014
FFD22	FFD	M	C5	HK	05292019-1	0.278955007256894	04292019-4	8.46744000491008	0.0329444326851013	1.13601492017591
FFD22	FFD	M	D5	HK	05292019-1	0.454862119013062	04292019-4	6.91462591296876	0.0657826070040815	2.26836575876143
FFD22	FFD	M	E5	HK	05292019-1	0.413933236574746	04292019-4	9.98588350825508	0.0414518391119381	1.42937376248062
FFD22	FFD	M	F5	HK	05292019-1	0.411611030478955	04292019-4	9.92941754127539	0.0414536934082928	1.42943770373423
FFD23	FFD	M	A5	HK	05292019-1	0.322496371552975	04302019-1	7.69482511761096	0.0419108123477537	1.44520042578461
FFD23	FFD	M	B5	HK	05292019-1	0.26066763425254	04302019-1	9.61887229835685	0.0270996044200596	0.93446911793309
FFD23	FFD	M	C5	HK	05292019-1	0.26066763425254	04302019-1	8.3616281448149	0.0311742677069635	1.07497474851598
FFD23	FFD	M	D5	HK	05292019-1	0.24789550072569	04302019-1	7.99209108883889	0.0310176020230651	1.06957248355397
FFD23	FFD	M	E5	HK	05292019-1	0.350653120464441	04302019-1	9.71705188518443	0.0360863690559357	1.24435755365296
FFD23	FFD	M	F5	HK	05292019-1	0.188098693759071	04302019-1	8.13526965296244	0.0231213840208204	0.797289104166221
FFD29	FFD	M	A6	HK	05292019-1	0.396516690856314	05302019-1	9.56266666666667	0.0414650750337752	1.42983017357846
FFD29	FFD	M	B6	HK	05292019-1	0.395936139332366	05302019-1	11.728	0.0337599027397993	1.16413457723446
FFD29	FFD	M	C6	HK	05292019-1	0.271698113207547	05302019-1	10.4586666666667	0.0259782744652804	0.89580256776829
FFD29	FFD	M	D6	HK	05292019-1	0.255152394775036	05302019-1	9.70266666666667	0.0262971411407554	0.906797970370876
FFD29	FFD	M	E6	HK	05292019-1	0.28911465892598	05302019-1	11.4933333333333	0.0251549877255784	0.867413369847531
FFD29	FFD	M	F6	HK	05292019-1	0.197968069666183	05302019-1	9.75333333333333	0.0202974780929101	0.699913037686555
PC114	PC	M	A6	HK	05292019-1	0.30711175616836	04302019-2	9.89406055635294	0.0310400117746565	1.07034523360884
PC114	PC	M	B6	HK	05292019-1	0.258055152394775	04302019-2	8.80869386918187	0.0292955069420232	1.01018989455252
PC114	PC	M	C6	HK	05292019-1	0.221770682148041	04302019-2	10.2781764746087	0.0215768509809017	0.744029344169024
PC114	PC	M	D6	HK	05292019-1	0.212481857764877	04302019-2	10.2740755929191	0.020681360171354	0.713150350736345
PC114	PC	M	E6	HK	05292019-1	0.306240928882438	04302019-2	8.90574806916821	0.0343868843474977	1.18575463267233
PC114	PC	M	F6	HK	05292019-1	0.333526850507983	04302019-2	9.91319800423758	0.0336447280045663	1.16016303464022
PC167	PC	M	A6	HK	05292019-1	0.701306240928883	04302019-2	7.08254035384507	0.0990190250801957	3.4144491406964
PC167	PC	M	B6	HK	05292019-1	0.543396226415094	04302019-2	9.15626982448721	0.0593468996470434	2.04644481541529
PC167	PC	M	C6	HK	05292019-1	0.60522496371553	04302019-2	7.18686121096779	0.0842126967460987	2.90388609469306
PC167	PC	M	D6	HK	05292019-1	0.447605224963716	04302019-2	10.1769225347149	0.0439823751666451	1.51663362643604
PC167	PC	M	E6	HK	05292019-1	0.335268505079826	04302019-2	9.19715232254882	0.0364535122744289	1.25701766463548
PC167	PC	M	F6	HK	05292019-1	0.48011611030479	04302019-2	8.87150207936844	0.0541189198863344	1.86616965125291
PC189	PC	M	A6	HK	05292019-1	0.498984034833091	05302019-4	6.23982869379015	0.0799675855411989	2.75750294969651
PC189	PC	M	B6	HK	05292019-1	0.380261248185777	05302019-4	9.78015703069236	0.0388808939357958	1.34072048054468
PC189	PC	M	C6	HK	05292019-1	0.467053701015965	05302019-4	8.32119914346896	0.0561281725101532	1.93545422448804
PC189	PC	M	D6	HK	05292019-1	0.365747460087083	05302019-4	5.26052819414704	0.0695267559812759	2.39747434418193
PC189	PC	M	E6	HK	05292019-1	0.299274310595065	05302019-4	8.72234118486795	0.0343112364274702	1.18314608370587
PC189	PC	M	F6	HK	05292019-1	0.454862119013062	05302019-4	8.13990007137759	0.0558805532039021	1.92691562772076
PC85	PC	M	A6	HK	05292019-1	0.304208998548621	04292019-6	7.93576886341929	0.0383339035932488	1.32185874459479
PC85	PC	M	B6	HK	05292019-1	0.281857764876633	04292019-6	5.47994269340974	0.0514344365709516	1.7736012610673
PC85	PC	M	C6	HK	05292019-1	0.339622641509434	04292019-6	7.78414517669532	0.0436300497742794	1.50448447497515
PC85	PC	M	D6	HK	05292019-1	0.256023222060958	04292019-6	7.34598853868195	0.0348521129202435	1.20179699724978
PC85	PC	M	E6	HK	05292019-1	0.284470246734398	04292019-6	8.80014326647565	0.0323256381311534	1.11467717693632
PC85	PC	M	F6	HK	05292019-1	0.338461538461539	04292019-6	7.5549188156638	0.0448001555966159	1.54483295160744
FFD10	FFD	F	A6	HK	05292019-2	0.657399005480745	04302019-2	13.1613448932121	0.0499492271355791	0.960562060299598
FFD10	FFD	F	B6	HK	05292019-2	0.470690719030162	04302019-2	12.0279128779869	0.0391331998996771	0.752561536532252
FFD10	FFD	F	C6	HK	05292019-2	0.404776596130812	04302019-2	13.2557975611475	0.0305358160656591	0.587227232031906
FFD10	FFD	F	D6	HK	05292019-2	0.402453631447134	04302019-2	11.1862973144428	0.0359773766184026	0.691872627276973
FFD10	FFD	F	E6	HK	05292019-2	0.437298101702298	04302019-2	11.6811165151195	0.0374363273524649	0.719929372162787
FFD10	FFD	F	F6	HK	05292019-2	0.297339479510726	04302019-2	10.0951575385917	0.0294536740386724	0.566416808436008
FFD23	FFD	F	A5	HK	05292019-2	0.697470146274182	04302019-1	12.336537805959	0.0565369439339195	1.08724892180614
FFD23	FFD	F	B5	HK	05292019-2	0.603680447170701	04302019-1	12.201540874071	0.0494757550215283	0.951456827337083
FFD23	FFD	F	C5	HK	05292019-2	0.656237523138906	04302019-1	12.7388013908775	0.0515148563042085	0.990670313542471
FFD23	FFD	F	D5	HK	05292019-2	0.536895212514972	04302019-1	12.9801595418286	0.0413627591236322	0.795437675454465
FFD23	FFD	F	E5	HK	05292019-2	0.734056840042104	04302019-1	14.9519329106157	0.0490944444728569	0.944123932170325
FFD23	FFD	F	F5	HK	05292019-2	0.799099851185075	04302019-1	12.2697211427013	0.0651277923834824	1.2524575458362
FFD29	FFD	F	A6	HK	05292019-2	0.42539290769845	05302019-1	11.784	0.0360991944754285	0.694215278373625
FFD29	FFD	F	B6	HK	05292019-2	0.589161917897717	05302019-1	14.7813333333333	0.0398585096899954	0.766509801730681
FFD29	FFD	F	C6	HK	05292019-2	0.601357482487024	05302019-1	13.4586666666667	0.0446818022454197	0.859265427796533
FFD29	FFD	F	D6	HK	05292019-2	0.428296613553047	05302019-1	11.7253333333333	0.0365274573760275	0.702451103385144
FFD29	FFD	F	E6	HK	05292019-2	0.552575224129796	05302019-1	13.348	0.0413976044448454	0.796107777785488
FFD29	FFD	F	F6	HK	05292019-2	0.480563318935792	05302019-1	14.4826666666667	0.0331819636532722	0.63811468563985
FFD4	FFD	F	A6	HK	05292019-2	0.69979311095786	05302019-3	11.6304619225968	0.0601689868910738	1.15709590175142
FFD4	FFD	F	B6	HK	05292019-2	0.656527893724366	05302019-3	10.414481897628	0.0630398996491507	1.21230576248367
FFD4	FFD	F	C6	HK	05292019-2	0.661173823091721	05302019-3	11.6791510611735	0.0566114625650957	1.08868197240569
FFD4	FFD	F	D6	HK	05292019-2	0.62371601756742	05302019-3	8.93508114856429	0.0698052997165717	1.34240960993407
FFD4	FFD	F	E6	HK	05292019-2	0.554317447642554	05302019-3	9.94631710362047	0.0557309245088096	1.07174854824634
FFD4	FFD	F	F6	HK	05292019-2	0.597292294290588	05302019-3	10.7640449438202	0.0554895764006915	1.06710723847484
PC114	PC	F	A6	HK	05292019-2	0.657399005480745	04302019-2	15.189200245449	0.0432806859385316	0.8323208834333
PC114	PC	F	B6	HK	05292019-2	0.470690719030162	04302019-2	14.5183064021272	0.03242049768017	0.623471109234038
PC114	PC	F	C6	HK	05292019-2	0.404776596130812	04302019-2	11.9792731983364	0.0337897457908402	0.649802803670004
PC114	PC	F	D6	HK	05292019-2	0.564770788719103	04302019-2	13.0987932092452	0.0431162458783214	0.829158574583104
PC114	PC	F	E6	HK	05292019-2	0.80374578055243	04302019-2	14.8864798527306	0.0539916614608524	1.03830118193947
PC114	PC	F	F6	HK	05292019-2	0.884468803310225	04302019-2	12.3910820208632	0.0713794648297074	1.37268201595591
PC167	PC	F	A6	HK	05292019-2	0.814489492214439	04302019-2	12.6467893141609	0.0644028671611091	1.23851667617518
PC167	PC	F	B6	HK	05292019-2	0.714602010816304	04302019-2	11.0805667160076	0.0644914677318761	1.24022053330531
PC167	PC	F	C6	HK	05292019-2	0.978548872999165	04302019-2	13.5983647000775	0.0719607757683972	1.38386107246918
PC167	PC	F	D6	HK	05292019-2	0.58596784145766	04302019-2	11.0777472333827	0.0528959389587669	1.0172295953609
PC167	PC	F	E6	HK	05292019-2	0.697470146274182	04302019-2	14.3596250088109	0.04857161282737	0.934069477449423
PC167	PC	F	F6	HK	05292019-2	0.635621211571268	04302019-2	12.9682103334038	0.0490137956764952	0.942572993778754
PC189	PC	F	A6	HK	05292019-2	0.428586984138507	05302019-4	12.5653104925054	0.0341087460110228	0.6559374232889
PC189	PC	F	B6	HK	05292019-2	0.337120249718703	05302019-4	12.7123483226267	0.0265191167802304	0.509983015004431
PC189	PC	F	C6	HK	05292019-2	0.539798918369569	05302019-4	14.6466809421842	0.0368546922337117	0.708744081417533
PC189	PC	F	D6	HK	05292019-2	0.779935392544735	05302019-4	10.762312633833	0.0724691262073996	1.39363704244999
PC189	PC	F	E6	HK	05292019-2	0.373126202315705	05302019-4	12.326909350464	0.0302692420060394	0.58210080780845
PC189	PC	F	F6	HK	05292019-2	0.523247794998367	05302019-4	16.8636688079943	0.0310281114362445	0.59669445069701
PC200	PC	F	A6	HK	05292019-2	0.558382635838989	05302019-4	13.7000489887326	0.0407577108883496	0.783802132468262
PC200	PC	F	B6	HK	05292019-2	0.542412253638706	05302019-4	13.289943313038	0.0408137371892758	0.784879561332227
PC200	PC	F	C6	HK	05292019-2	0.617327864687307	05302019-4	11.4927566659668	0.0537145162496465	1.03297146633936
PC200	PC	F	D6	HK	05292019-2	0.541250771296868	05302019-4	12.3241654419483	0.0439178436743951	0.84457391681529
PC200	PC	F	E6	HK	05292019-2	0.515698159776415	05302019-4	11.1512352159003	0.0462458328420059	0.889342939269344
PC200	PC	F	F6	HK	05292019-2	0.712859787303546	05302019-4	15.6148085940234	0.0456528034276638	0.877938527455073
PC85	PC	F	A6	HK	05292019-2	0.579870059163007	04292019-6	10.2590735434575	0.0565226535034254	1.0869741058351
PC85	PC	F	B6	HK	05292019-2	0.608326376538057	04292019-6	12.224212034384	0.0497640563520143	0.957001083692583
PC85	PC	F	C6	HK	05292019-2	0.546187071249682	04292019-6	10.3139923591213	0.052955931343759	1.01838329507229
PC85	PC	F	D6	HK	05292019-2	0.538347065442271	04292019-6	11.1091212989494	0.0484599142412085	0.931921427715548
PC85	PC	F	E6	HK	05292019-2	0.536024100758593	04292019-6	12.9071155682904	0.0415293485149751	0.798641317595675
PC85	PC	F	F6	HK	05292019-2	0.431200319407644	04292019-6	13.6413562559694	0.0316097836106987	0.607880454051898
FFD4	FFD	M	A5	HK	05292019-3	0.526622326083049	04292019-3	9.91971803407088	0.0530884370174918	1.51681248621405
FFD4	FFD	M	B5	HK	05292019-3	0.395182455509617	04292019-3	10.7329808759219	0.0368194502606596	1.0519842931617
FFD4	FFD	M	C5	HK	05292019-3	0.580406255617473	04292019-3	10.5906925135435	0.0548034280926618	1.56581223121891
FFD4	FFD	M	D5	HK	05292019-3	0.460758583498113	04292019-3	10.1494680503884	0.0453973135548203	1.29706610156629
FFD4	FFD	M	E5	HK	05292019-3	0.534963149379831	04292019-3	10.1677436198682	0.0526137528029808	1.50325008008517
FFD4	FFD	M	F5	HK	05292019-3	0.524321409311523	04292019-3	9.21219241563867	0.0569160288512246	1.62617225289213
FFD14	FFD	F	A5	HK	05292019-4	0.725912890453146	04292019-1	13.8524286243975	0.0524032940458279	1.35759829134269
FFD14	FFD	F	B5	HK	05292019-4	0.478955858630298	04292019-1	15.3664565566679	0.031168920229854	0.807484980048031
FFD14	FFD	F	C5	HK	05292019-4	0.463117759202229	04292019-1	11.5164998146088	0.0402134126390346	1.04179825489727
FFD14	FFD	F	D5	HK	05292019-4	0.67927848658161	04292019-1	12.7586206896552	0.0532407462455855	1.37929394418615
FFD14	FFD	F	E5	HK	05292019-4	0.578677225399619	04292019-1	13.6620936843406	0.0423564088176979	1.09731629061394
FFD14	FFD	F	F5	HK	05292019-4	0.411497286992228	04292019-1	13.5768137436658	0.0303088261179255	0.785202749169054
PC114	PC	F	A5	HK	05292019-4	0.636456958498314	04292019-2	14.2013958125623	0.0448165072573582	1.16104941081239
PC114	PC	F	B5	HK	05292019-4	0.616805983282006	04292019-2	14.9152542372881	0.0413540375154982	1.07134812216317
PC114	PC	F	C5	HK	05292019-4	0.778999853350931	04292019-2	15.7394483217016	0.0494934661894625	1.28221414998608
PC114	PC	F	D5	HK	05292019-4	0.815955418683091	04292019-2	14.1841143236956	0.0575260040960032	1.49031098694309
PC114	PC	F	E5	HK	05292019-4	0.631177592022291	04292019-2	11.4669325357262	0.05504328119624	1.42599174083523
PC114	PC	F	F5	HK	05292019-4	0.555799970670186	04292019-2	13.0262545696245	0.0426676730213946	1.10538013008794
PC12	PC	F	A5	HK	05292019-4	0.753776213521044	04292019-6	9.66649386556074	0.0779782436118391	2.02016175160205
PC12	PC	F	B5	HK	05292019-4	0.710954685437748	04292019-6	8.48799032313807	0.0837600725697933	2.16995006657496
PC12	PC	F	C5	HK	05292019-4	0.820061592608887	04292019-6	11.300040320258	0.072571563407498	1.88009231625642
PC12	PC	F	D5	HK	05292019-4	0.578970523537176	04292019-6	9.1503945625252	0.0632727386323109	1.63919012000805
PC12	PC	F	E5	HK	05292019-4	0.53878867869189	04292019-6	8.31979724670238	0.064759832807878	1.67771587585176
PC12	PC	F	F5	HK	05292019-4	0.60448746150462	04292019-6	8.13893208916537	0.0742711027542938	1.92412183301279
PC12	PC	F	A6	HK	05292019-4	0.652881654201496	05302019-3	13.8174132406082	0.0472506425647554	1.22410991100403
PC12	PC	F	B6	HK	05292019-4	0.692770200909224	05302019-3	10.7506647576191	0.0644397547991859	1.66942369946077
PC12	PC	F	C6	HK	05292019-4	0.574277753336266	05302019-3	11.4297402331765	0.0502441649259307	1.30166230378059
PC12	PC	F	D6	HK	05292019-4	0.67194603314269	05302019-3	13.5228744801255	0.0496895859035182	1.28729497159374
PC12	PC	F	E6	HK	05292019-4	0.621498753482916	05302019-3	13.141064975796	0.0472943977240528	1.2252434643537
PC12	PC	F	F6	HK	05292019-4	0.706261915236838	05302019-3	11.6860980432263	0.0604360764922911	1.56570146353086
PC136	PC	F	A6	HK	05292019-4	0.721513418389793	04302019-1	9.30763447474541	0.077518452228382	2.0082500577301
PC136	PC	F	B6	HK	05292019-4	0.478075964217627	04302019-1	6.52723668922152	0.073243240130556	1.89749326763098
PC136	PC	F	C6	HK	05292019-4	0.827687344185364	04302019-1	11.2131774998291	0.0738138091721083	1.91227484901835
PC136	PC	F	D6	HK	05292019-4	0.950872561959232	04302019-1	12.1167384320962	0.0784759502144944	2.03305570503871
PC136	PC	F	E6	HK	05292019-4	0.725326294178032	04302019-1	11.001298612535	0.0659309704903008	1.70805623031867
PC136	PC	F	F6	HK	05292019-4	0.679865082856724	04302019-1	12.4024331898025	0.0548170727834052	1.4201314192592
FFD14	FFD	F	A6	HK	06022019-1	0.633152483211291	05312019-1	15.2921535893155	0.04140374862921	0.8280749725842
FFD14	FFD	F	B6	HK	06022019-1	0.686572826952992	05312019-1	15.0918196994992	0.0454930446177922	0.909860892355844
FFD14	FFD	F	C6	HK	06022019-1	0.583070910953447	05312019-1	15.0775101359408	0.0386715648470075	0.77343129694015
FFD14	FFD	F	D6	HK	06022019-1	0.63254543385059	05312019-1	13.9613641783926	0.0453068500877266	0.906137001754532
FFD14	FFD	F	E6	HK	06022019-1	0.527525894449292	05312019-1	15.2158359170045	0.0346695309627882	0.693390619255764
FFD14	FFD	F	F6	HK	06022019-1	0.434040292901317	05312019-1	13.1711582796725	0.0329538438218593	0.659076876437186
FFD16	FFD	F	A5	HK	06022019-1	0.609781082824297	04292019-6	10.3600023040147	0.058859164788795	1.1771832957759
FFD16	FFD	F	B5	HK	06022019-1	0.449216526918845	04292019-6	10.8196532457808	0.0415185696541634	0.830371393083268
FFD16	FFD	F	C5	HK	06022019-1	0.556967788443298	04292019-6	9.65266977708657	0.0577009056878154	1.15401811375631
FFD16	FFD	F	D5	HK	06022019-1	0.597943620290625	04292019-6	15.2617936754795	0.0391791183267873	0.783582366535746
FFD16	FFD	F	E5	HK	06022019-1	0.690215123117199	04292019-6	14.1420425090721	0.0488059007512124	0.976118015024248
FFD2	FFD	F	A6	HK	06022019-1	0.574875744583981	05302019-4	13.3627265728882	0.0430208417008512	0.860416834017024
FFD2	FFD	F	B6	HK	06022019-1	0.676556512501423	05302019-4	13.4159143397019	0.0504294001415379	1.00858800283076
FFD2	FFD	F	C6	HK	06022019-1	0.655916834237584	05302019-4	11.0350619357548	0.0594393432548251	1.1887868650965
FFD2	FFD	F	D6	HK	06022019-1	0.556360739082597	05302019-4	14.6812233186367	0.0378960749392279	0.757921498784558
FFD2	FFD	F	E6	HK	06022019-1	0.65379216147513	05302019-4	14.0317726922808	0.0465936967347537	0.931873934695074
FFD2	FFD	F	F6	HK	06022019-1	0.727548658800319	05302019-4	11.6747148155924	0.0623183238556394	1.24636647711279
FFD23	FFD	F	A6	HK	06022019-1	0.548469097393482	05302019-2	13.0381908861105	0.0420663497094342	0.841326994188684
FFD23	FFD	F	B6	HK	06022019-1	0.585195583715901	05302019-2	13.9140534262486	0.0420578795976118	0.841157591952236
FFD23	FFD	F	C6	HK	06022019-1	0.7178358690291	05302019-2	14.3444694951151	0.0500426920126641	1.00085384025328
FFD23	FFD	F	D6	HK	06022019-1	0.563948856091361	05302019-2	12.9534740725559	0.0435364947605972	0.870729895211944
FFD23	FFD	F	E6	HK	06022019-1	0.464696285616724	05302019-2	12.8086356493817	0.0362799206985918	0.725598413971836
FFD23	FFD	F	F6	HK	06022019-1	0.643775847023561	05302019-2	10.5062512810002	0.0612755044406546	1.22551008881309
FFD6	FFD	F	A6	HK	06022019-1	0.439503737147627	04302019-2	6.68371115277541	0.0657574403054691	1.31514880610938
FFD6	FFD	F	B6	HK	06022019-1	0.577303942026786	04302019-2	7.08255212772002	0.0815107226344734	1.63021445268947
FFD6	FFD	F	C6	HK	06022019-1	0.46	04302019-2	7.1723197545594	0.0641354562737643	1.28270912547529
FFD6	FFD	F	D6	HK	06022019-1	0.534506962097356	04302019-2	8.39270495994545	0.0636870907113158	1.27374181422632
FFD6	FFD	F	E6	HK	06022019-1	0.546951473991729	04302019-2	10.4675870689165	0.0522519154023473	1.04503830804695
FFD6	FFD	F	F6	HK	06022019-1	0.658345031680389	04302019-2	5.7326288279075	0.114841733425238	2.29683466850476
PC136	PC	F	A5	HK	06022019-1	0.607656410061843	05302019-1	12.7356675644479	0.0477129610196594	0.954259220393188
PC136	PC	F	B5	HK	06022019-1	0.537238684220511	05302019-1	13.2332948569963	0.0405974997176519	0.811949994353038
PC136	PC	F	C5	HK	06022019-1	0.523276548924384	05302019-1	13.6039502372707	0.0384650443288718	0.769300886577436
PC136	PC	F	D5	HK	06022019-1	0.49990514853739	05302019-1	13.5526484545338	0.0368861592045616	0.737723184091232
PC136	PC	F	E5	HK	06022019-1	0.492924080889327	05302019-1	12.2162370142362	0.0403499113773658	0.806998227547316
PC136	PC	F	F5	HK	06022019-1	0.591569602003263	05302019-1	12.5779145825317	0.047032407329657	0.94064814659314
PC141	PC	F	A6	HK	06022019-1	0.970368403080775	05312019-1	15.4718181095477	0.0627184469342978	1.25436893868596
PC141	PC	F	B6	HK	06022019-1	0.52115187616193	05312019-1	17.8424358057079	0.0292085610864415	0.58417122172883
PC141	PC	F	C6	HK	06022019-1	0.684448154190538	05312019-1	19.4339772636935	0.0352191496832314	0.704382993664628
PC141	PC	F	D6	HK	06022019-1	0.342982888796145	05312019-1	18.2335638763018	0.0188105238845775	0.37621047769155
PC141	PC	F	E6	HK	06022019-1	0.808286223773571	05312019-1	16.5513951824469	0.0488349299176166	0.976698598352332
PC141	PC	F	F6	HK	06022019-1	1.02925219106879	05312019-1	16.5418554734081	0.0622210847340171	1.24442169468034
PC189	PC	F	A5	HK	06022019-1	0.512046135751413	04292019-3	10.1716598133281	0.050340470006721	1.00680940013442
PC189	PC	F	B5	HK	06022019-1	0.380012899798915	04292019-3	8.88453756282227	0.042772389346306	0.85544778692612
PC189	PC	F	C5	HK	06022019-1	0.602	04292019-3	11.088049082958	0.0542926889569109	1.08585377913822
PC189	PC	F	D5	HK	06022019-1	0.452555298402701	04292019-3	9.87663990601136	0.0458207753557215	0.91641550711443
PC189	PC	F	E5	HK	06022019-1	0.503243920021247	04292019-3	9.29443247829776	0.0541446636140838	1.08289327228168
PC189	PC	F	F5	HK	06022019-1	0.519937777440528	04292019-3	9.19913843743881	0.056520268824793	1.13040537649586
FFD14	FFD	M	A6	HK	06022019-2	0.278799331346755	05312019-1	8.84922428076518	0.0315055108223167	0.700122462718149
FFD14	FFD	M	B6	HK	06022019-2	0.312813431208663	05312019-1	10.9881006175629	0.0284683806688734	0.63263068153052
FFD14	FFD	M	C6	HK	06022019-2	0.308743367977324	05312019-1	9.35683084801928	0.0329965746941638	0.733257215425862
FFD14	FFD	M	D6	HK	06022019-2	0.241587324660222	05312019-1	10.6672691670432	0.0226475324543804	0.503278498986231
FFD14	FFD	M	E6	HK	06022019-2	0.331710153354168	05312019-1	10.2831751769845	0.0322575612731554	0.716834694959009
FFD16	FFD	M	A6	HK	06022019-2	0.34711824987281	05302019-2	8.80781580925053	0.0394102530514142	0.875783401142538
FFD16	FFD	M	B6	HK	06022019-2	0.34130387382804	05302019-2	8.40336134453782	0.0406151609855367	0.902559133011927
FFD16	FFD	M	C6	HK	06022019-2	0.26978704847736	05302019-2	8.75725900116144	0.0308072478433696	0.684605507630436
FFD16	FFD	M	D6	HK	06022019-2	0.435206046951087	05302019-2	7.8677324588372	0.0553153083468483	1.22922907437441
FFD16	FFD	M	E6	HK	06022019-2	0.319790682462388	05302019-2	8.79961740793879	0.0363414302733072	0.807587339406827
FFD16	FFD	M	F6	HK	06022019-2	0.227051384548296	05302019-2	8.15331010452962	0.0278477552843423	0.618839006318718
FFD19	FFD	M	A6	HK	06022019-2	0.241587324660222	05302019-1	10.0833653969475	0.0239589973337034	0.532422162971187
FFD19	FFD	M	B6	HK	06022019-2	0.197979504324442	05302019-1	11.0080800307811	0.0179849259608257	0.399665021351682
FFD19	FFD	M	C6	HK	06022019-2	0.215131913656516	05302019-1	10.4591509554957	0.0205687741358658	0.457083869685907
FFD19	FFD	M	D6	HK	06022019-2	0.235191511010975	05302019-1	10.2064896755162	0.0230433301250638	0.512074002779196
FFD19	FFD	M	E6	HK	06022019-2	0.264844828839305	05302019-1	12.463768115942	0.0212491781278048	0.472203958395662
FFD19	FFD	M	F6	HK	06022019-2	0.172105530925213	05302019-1	10.3616775682955	0.0166098134004689	0.369106964454864
FFD23	FFD	M	A6	HK	06022019-2	0.673595464786685	05302019-2	6.31518294439643	0.106662858497928	2.3702857443984
FFD23	FFD	M	B6	HK	06022019-2	0.621847517988226	05302019-2	7.21405934889081	0.0861993903728887	1.91554200828642
FFD23	FFD	M	C6	HK	06022019-2	0.272984955301984	05302019-2	7.25208873523481	0.0376422524969484	0.836494499932187
FFD23	FFD	M	D6	HK	06022019-2	0.290428083436296	05302019-2	6.34860270815327	0.0457467724454249	1.01659494323166
FFD23	FFD	M	E6	HK	06022019-2	0.289846645831819	05302019-2	7.05963699222126	0.041056876741848	0.912375038707733
